"","default","student","balance","income"
"1123","No","No","277.29491791251","27548.950298299"
"1124","No","No","1594.6971891608","37091.873826647"
"1125","No","No","0","40393.475426742"
"1126","No","Yes","1281.6170912171","14236.091993982"
"1127","No","No","1469.703786085","40174.950354203"
"1128","No","No","0","38165.688314148"
"1129","No","No","891.40324095419","46611.731636255"
"1130","No","No","493.76490991359","51518.055245266"
"1131","No","Yes","884.61401155588","24306.650353334"
"1132","No","No","0","32582.745564764"
"1133","No","No","1028.520386338","47944.600963192"
"1134","No","Yes","425.83174034656","13275.914405511"
"1135","No","No","1132.3580623173","52489.764219479"
"1136","No","No","965.27380386766","46218.460557708"
"1137","Yes","No","2499.0167495973","51504.293960367"
"1138","No","Yes","1435.1812639282","11346.841867294"
"1139","No","Yes","1391.1963595191","8637.9633072659"
"1140","No","Yes","1804.4133688263","17665.549048366"
"1141","No","Yes","321.79506719155","19229.225869832"
"1142","No","No","1506.6698285775","41931.704483949"
"1143","Yes","Yes","1402.2675157905","12104.315612504"
"1144","Yes","No","1379.4307171693","38881.969348801"
"1145","No","No","1232.9787291019","57182.332116924"
"1146","No","No","134.8580207926","35755.866623645"
"1147","No","Yes","422.91401738152","18787.337027761"
"1148","No","No","1373.5642132976","21785.252754592"
"1149","No","No","661.42588755156","55591.55702509"
"1150","No","No","1427.7184210915","27425.674954604"
"1151","No","No","938.6378620819","39459.767035163"
"1152","No","No","608.42899406686","56483.056896794"
"1153","No","No","1477.5323937945","46965.138260123"
"1154","No","Yes","1470.5887409865","17876.292692697"
"1155","No","Yes","1488.5988586805","20739.626786332"
"1156","No","No","0","49608.006169277"
"1157","No","Yes","328.03833416786","19566.267236924"
"1158","No","Yes","1333.8061278255","21087.323524164"
"1159","No","No","764.534716932","40593.285422244"
"1160","No","No","110.32667898508","52106.204903067"
"1161","Yes","Yes","2502.6849312485","14947.519752399"
"1162","No","No","604.31551535489","36592.756838728"
"1163","No","Yes","1595.2881578427","22645.040057277"
"1164","No","No","0","50076.263573802"
"1165","No","No","440.63765006758","50902.136144632"
"1166","No","Yes","876.91862459295","13372.512919097"
"1167","No","No","1366.8903140842","35566.956371081"
"1168","No","No","1129.9759366953","32795.046338712"
"1169","No","No","1077.0208243536","56862.066937998"
"1170","No","No","1411.0742405285","26040.004590255"
"1171","No","No","0","45788.492114922"
"1172","No","No","861.65294804299","27355.805022348"
"1173","No","No","1185.6611151702","56483.537204106"
"1174","No","No","901.55391841873","57100.417673064"
"1175","No","Yes","773.73021569236","14841.989620326"
"1176","No","No","1387.9733849472","30716.643061226"
"1177","No","No","1207.6947262249","37355.944344124"
"1178","No","Yes","455.71643774999","12587.40145189"
"1179","No","Yes","550.89504879092","19110.074465726"
"1180","No","Yes","1484.8054234308","22965.176679284"
"1181","No","Yes","441.6261267835","15261.708032127"
"1182","No","No","810.41207520635","28056.783914001"
"1183","No","No","1137.0398987287","49810.899992872"
"1184","No","Yes","1402.4077159019","13870.969683898"
"1185","No","No","1541.8128061161","29374.928881829"
"1186","No","No","898.98072586339","63041.22478222"
"1187","No","Yes","700.33115931136","18702.955995323"
"1188","No","Yes","895.4580635401","23795.551498893"
"1189","No","No","770.13219193745","48489.378659413"
"1190","No","No","841.95173099596","53779.018250766"
"1191","No","No","44.313619931693","30449.250193847"
"1192","No","No","377.30036029383","42257.493188435"
"1193","No","No","264.80115051745","49216.248152587"
"1194","No","No","522.02163912742","37341.898778613"
"1195","No","No","1681.9160049371","41866.558056938"
"1196","No","No","1069.5393675468","55421.552794829"
"1197","No","No","375.7009492635","37925.974621095"
"1198","No","Yes","670.99152597282","19835.969048834"
"1199","No","No","318.9125682498","49305.553165678"
"1200","No","Yes","955.1202175858","25314.853087618"
"1201","No","No","1123.7934388703","24901.996340293"
"1202","No","No","993.58087871616","34836.252719133"
"1203","No","No","278.80526030524","54559.11666453"
"1204","No","No","1553.289603936","44150.16208824"
"1205","No","No","0","34522.885558282"
"1206","No","No","483.59130114851","36497.468463815"
"1207","No","Yes","311.53054914409","18534.430720913"
"1208","No","No","536.25386156568","32994.151363292"
"1209","No","No","127.70791826632","27483.895002977"
"1210","Yes","Yes","1507.3339477716","23898.878234795"
"1211","No","No","1351.0359301627","40946.605521315"
"1212","No","No","723.19898657456","42751.765244635"
"1213","No","Yes","1041.2027987394","22618.424147537"
"1214","No","No","1102.1101093105","34246.69491014"
"1215","No","Yes","420.37026431091","16419.712971703"
"1216","Yes","No","1278.4073002917","36675.6068828"
"1217","No","No","542.4696580323","52741.810670989"
"1218","No","No","401.82904222261","47175.614522558"
"1219","No","No","506.50587161538","51114.319721702"
"1220","No","No","1160.4996040981","23498.300202849"
"1221","No","No","1277.7959127597","56605.598856113"
"1222","No","Yes","1200.6244709362","18973.907681819"
"1223","No","Yes","1418.5860715743","11556.695312702"
"1224","No","Yes","480.33970359106","14592.840402974"
"1225","No","No","370.53001880145","31139.721835858"
"1226","No","No","737.68524054012","51138.265455575"
"1227","No","No","501.92144598796","41366.677893493"
"1228","No","No","1682.2012236141","30441.554846171"
"1229","No","Yes","813.45279161174","21073.988833526"
"1230","No","No","683.82625143565","46937.622870695"
"1231","No","Yes","1036.6004440175","15197.248514096"
"1232","No","Yes","471.14338867304","24945.037745217"
"1233","No","No","336.41964044345","39707.042326087"
"1234","No","Yes","443.7230439161","13136.830423427"
"1235","No","No","967.13888841784","35269.122967318"
"1236","No","No","549.27596956175","15706.21509427"
"1237","No","No","1601.1600560556","17974.741179253"
"1238","No","No","902.13781975882","59695.290464156"
"1239","No","No","0","37553.551052975"
"1240","No","No","1433.1835478951","41744.315076778"
"1241","No","Yes","502.79773546204","13376.053342629"
"1242","No","No","433.452818739","35858.930204128"
"1243","No","No","406.42671830305","36750.49897625"
"1244","No","No","935.48100496896","56610.815569567"
"1245","No","Yes","1545.8306407731","12160.842279892"
"1246","No","No","93.940562793682","19811.330542779"
"1247","No","Yes","192.41115471162","24050.371721417"
"1248","No","No","716.92022746143","24015.519124564"
"1249","No","Yes","1157.1395379483","21222.415541503"
"1250","No","No","72.169740283345","39560.634977968"
"1251","No","Yes","1417.268257934","20464.02573717"
"1252","No","No","1195.4839563409","38452.641338583"
"1253","No","No","559.11865025665","55007.265100045"
"1254","No","No","0","37499.689271667"
"1255","No","No","359.22574089104","25243.098480132"
"1256","Yes","Yes","2123.369216976","23836.4642624"
"1257","No","No","1316.5423843339","20353.498831953"
"1258","No","No","1172.300889909","34513.610849101"
"1259","No","No","1453.0836372066","36828.327192296"
"1260","No","Yes","323.95708673656","12327.243990356"
"1261","No","No","1152.5506635068","27346.030609365"
"1262","No","No","1333.9981655663","57662.121925967"
"1263","No","No","709.65869911472","37992.212947181"
"1264","No","No","731.30912216064","33126.849770767"
"1265","No","Yes","279.31557436279","19742.037061202"
"1266","No","No","0","17059.36832094"
"1267","No","Yes","630.70446300082","16501.809003703"
"1268","No","No","543.03712967909","31268.095162191"
"1269","No","No","618.8815019922","27906.589618177"
"1270","No","Yes","1053.1617350975","25222.978843404"
"1271","No","Yes","0","19622.577170629"
"1272","No","Yes","1762.3521828529","17032.342351687"
"1273","No","No","0","43943.24491433"
"1274","No","No","469.15197445293","30366.719598145"
"1275","No","No","699.76255877379","32881.304514728"
"1276","No","No","446.14272520632","42611.583547733"
"1277","No","No","571.17994762219","39682.802869111"
"1278","No","No","952.33482134642","44864.154864843"
"1279","No","No","584.66702275614","55682.466703225"
"1280","No","No","174.36786586866","47750.120607481"
"1281","No","Yes","671.80170087613","15299.259885067"
"1282","No","No","1339.5555103167","53585.761331374"
"1283","No","No","0","49232.706546437"
"1284","No","Yes","1579.0709772123","21101.204612653"
"1285","No","No","917.32354085965","40193.83809672"
"1286","No","No","251.42822153214","25962.059191293"
"1287","No","No","998.36206105212","38385.291307849"
"1288","No","No","828.23251055103","42246.217355001"
"1289","No","Yes","1500.283089198","16943.029024479"
"1290","No","No","1142.6379760701","26731.090362227"
"1291","No","Yes","1415.1988225596","16737.518711424"
"1292","No","No","198.73091792949","33512.93037228"
"1293","No","No","341.76925019269","41662.742610822"
"1294","No","Yes","146.735363398","12716.212831438"
"1295","No","No","1576.3069157018","30547.799971388"
"1296","No","No","1830.4715471268","24053.476920663"
"1297","No","No","368.80072862684","34526.035368916"
"1298","No","Yes","1026.5762843505","23636.552769149"
"1299","No","No","0","36225.507252062"
"1300","No","No","241.33603107272","40122.401617176"
"1301","No","No","1272.0538913007","44895.593300504"
"1302","No","No","361.20070274912","49395.026741452"
"1303","No","No","1464.0099155448","32023.595515526"
"1304","No","Yes","815.07740842717","18445.659695619"
"1305","No","Yes","1026.1282473408","16430.641124868"
"1306","No","No","630.72555947388","30466.378515114"
"1307","No","No","1624.1264317156","16054.304210677"
"1308","No","No","744.73263686552","44965.046414885"
"1309","No","No","1439.2967786891","36170.598367482"
"1310","No","Yes","1491.0509982858","13033.122742139"
"1311","No","Yes","0","13334.240130358"
"1312","No","No","1162.6997963933","27206.661849745"
"1313","No","No","1463.5931611141","34064.878717232"
"1314","No","Yes","1309.6975433136","15536.238764086"
"1315","No","No","920.64742227278","37936.08913533"
"1316","No","Yes","6.318864439291","18912.614060878"
"1317","No","No","128.99116189702","56946.436404968"
"1318","No","Yes","1323.2890629132","21149.313687124"
"1319","No","No","383.21576934835","15233.316346947"
"1320","No","No","267.38097300878","32265.118910658"
"1321","No","No","429.07469804826","48109.808250623"
"1322","No","No","711.00389095905","51035.745770179"
"1323","No","Yes","309.52414785991","12135.038134265"
"1324","No","Yes","1317.9262579595","14070.167064082"
"1325","No","No","427.33284268444","55503.073631965"
"1326","No","No","872.8569657496","31471.545389466"
"1327","No","No","1105.5561727313","38886.035806489"
"1328","No","No","678.01892158775","59416.778864788"
"1329","No","Yes","1164.6307298699","17929.652984572"
"1330","No","No","214.9016260887","33904.577717043"
"1331","No","No","721.58670776559","50952.484821439"
"1332","No","Yes","224.33876902346","18282.216595396"
"1333","No","Yes","1199.2377744946","13809.350493962"
"1334","No","No","580.05458442384","37278.27931289"
"1335","No","No","821.49360187329","34739.394812313"
"1336","No","No","602.86293161841","37849.1342402"
"1337","No","Yes","377.76760367389","14021.588899206"
"1338","No","No","727.63255799222","38431.158060588"
"1339","No","Yes","600.43085983517","18538.301714184"
"1340","No","No","993.59167708779","26682.32856852"
"1341","No","No","1096.5870373255","47235.453125337"
"1342","No","No","1603.33339742","43474.637604899"
"1343","No","No","1146.9714280664","30637.297298342"
"1344","No","No","1342.175340392","58049.994038429"
"1345","No","Yes","1663.6870135512","19847.69860562"
"1346","No","No","1005.2479664697","41308.254845384"
"1347","No","No","962.89492734641","25063.492977585"
"1348","No","Yes","1092.620656486","27128.167247768"
"1349","No","No","919.34334635288","43287.902305275"
"1350","No","Yes","176.84057824514","20021.693387689"
"1351","No","No","460.60446545886","38818.181635265"
"1352","No","Yes","782.54484630091","20593.526687808"
"1353","No","No","613.74293385031","56951.359695753"
"1354","No","No","362.10349833454","39658.950449354"
"1355","No","No","861.68192370085","49672.347180912"
"1356","No","Yes","936.47348957607","19389.48003087"
"1357","No","No","1222.7370415634","68564.990681076"
"1358","No","No","794.48678716163","44145.215847445"
"1359","No","No","0","13573.562398681"
"1360","Yes","No","2220.9662011237","40725.096207358"
"1361","No","No","523.21624516879","38063.401672175"
"1362","Yes","No","1907.3773112531","42346.82846332"
"1363","No","Yes","1809.4634684756","18804.723858406"
"1364","No","No","1392.2613153494","32283.388377311"
"1365","No","No","1349.4664557471","35870.019512444"
"1366","No","No","621.73625081754","51595.751715855"
"1367","No","Yes","1273.581981466","18475.192384594"
"1368","No","No","636.24052031722","17355.757500245"
"1369","No","No","680.45188714709","33192.401795686"
"1370","No","No","836.84986632165","27936.518920773"
"1371","No","Yes","1115.1067404504","19169.071583601"
"1372","No","Yes","799.74334079071","16147.576620103"
"1373","No","Yes","996.38687881331","20070.813920582"
"1374","No","No","1632.8080454626","33455.901109151"
"1375","No","No","439.83748032925","24452.64659594"
"1376","No","No","276.74531340455","50523.677887821"
"1377","No","No","1715.3150627925","22824.09761542"
"1378","No","No","848.69363585336","29042.559399065"
"1379","No","Yes","323.50335739723","19144.815716939"
"1380","No","No","793.61223239445","24973.208476028"
"1381","No","No","612.07844747602","39443.957410842"
"1382","No","Yes","1418.4290041422","14907.070013897"
"1383","No","Yes","1466.9394390562","19139.629625849"
"1384","No","Yes","440.79005542411","19896.029670371"
"1385","No","No","0","53432.615491462"
"1386","No","No","885.18022198471","46571.771694921"
"1387","No","No","635.96970537716","42451.614338812"
"1388","No","No","664.8163016568","32894.804066042"
"1389","No","No","1100.2387793783","34281.255165635"
"1390","No","Yes","1606.3203663195","13422.307117258"
"1391","No","Yes","1704.4278573653","20892.314123444"
"1392","No","No","1295.9916327212","39799.997542798"
"1393","No","No","468.41212397084","22943.125687118"
"1394","No","No","303.78321182902","44745.1195457"
"1395","No","No","971.70902501563","33774.891911467"
"1396","Yes","No","1758.4209474388","49787.456572288"
"1397","No","Yes","1334.7011186464","24621.963051352"
"1398","No","No","982.69921130609","40194.465380221"
"1399","No","No","52.038886284474","14680.100048107"
"1400","No","No","401.5035397374","25010.800091164"
"1401","No","No","1456.8493777293","40186.530879615"
"1402","No","No","772.92457709673","42678.388080645"
"1403","No","Yes","1844.3617183072","14238.113246556"
"1404","No","Yes","1015.5113966424","21362.93892147"
"1405","No","No","988.67802691753","31210.243228065"
"1406","No","No","1072.7441064613","45704.839569411"
"1407","No","No","1576.9006715278","39835.34872239"
"1408","No","No","840.10515820319","33976.707544659"
"1409","No","Yes","1210.438929228","19022.192270051"
"1410","No","Yes","714.54961278809","13431.8416509"
"1411","No","Yes","607.09402902297","16373.934456057"
"1412","No","No","413.36352252749","43071.186309797"
"1413","No","No","1184.2120147374","34990.580607318"
"1414","No","No","273.60227409474","27996.577102118"
"1415","No","Yes","871.8152194742","9788.5712601683"
"1416","No","No","1724.5568166256","46397.452305801"
"1417","No","Yes","1107.4003797968","15661.57973056"
"1418","No","Yes","1161.4073449209","18420.298889415"
"1419","No","Yes","107.60250835169","17941.73917269"
"1420","No","No","136.42203555642","42719.894062376"
"1421","No","No","682.03598395894","30288.941804737"
"1422","No","Yes","791.53035913069","18342.737354415"
"1423","No","No","457.86907470216","43134.548010564"
"1424","No","No","1514.9632356217","36403.036144549"
"1425","No","No","816.09388717833","37763.036507182"
"1426","No","No","1241.9542428894","41952.115772097"
"1427","No","No","932.20254612697","49214.705120701"
"1428","No","No","608.10844661174","46962.78701243"
"1429","No","Yes","627.59324660619","15423.207628193"
"1430","No","Yes","593.05524124144","22786.916706987"
"1431","No","No","187.31019257203","31140.746717204"
"1432","No","No","736.47577878396","39538.330795215"
"1433","No","Yes","838.08115890337","23698.707252675"
"1434","No","No","511.51599618675","43737.181805044"
"1435","No","No","355.35964612268","65798.920034452"
"1436","No","No","1138.3966863347","24098.34886301"
"1437","No","No","828.00495542991","53806.31627824"
"1438","No","No","1218.5530052957","51224.917305183"
"1439","No","No","316.01213089378","34250.521603289"
"1440","No","Yes","480.4697653024","14866.612250904"
"1441","No","No","152.50300740836","39502.836796693"
"1442","No","No","1129.3164656778","46689.979395844"
"1443","No","Yes","887.29063998183","14958.551470864"
"1444","No","No","938.43691367983","34184.942878047"
"1445","No","No","1076.6654390685","43972.69385554"
"1446","Yes","No","1575.487818382","35735.455014414"
"1447","No","No","148.14598066525","43104.386085992"
"1448","Yes","No","1865.6357794708","49604.882130531"
"1449","No","Yes","633.7691889037","14109.821811581"
"1450","No","Yes","0","23422.137219211"
"1451","No","No","922.81716804089","50800.359014536"
"1452","No","No","4.7121416967072","28521.366884903"
"1453","No","No","1198.1759268355","42968.63988353"
"1454","No","No","1726.6186981452","43814.961269848"
"1455","No","No","1075.2197211591","30485.059742045"
"1456","No","Yes","883.92354370064","14740.138675617"
"1457","No","No","1099.292985096","47625.305456621"
"1458","No","No","948.96513307343","45456.928800392"
"1459","No","Yes","814.63007534612","22948.157758028"
"1460","No","No","687.29293871283","35989.22764968"
"1461","No","No","693.67158936579","32578.606307536"
"1462","No","No","814.84311841967","28526.216829242"
"1463","No","No","1031.9746008307","59555.865810341"
"1464","No","No","1319.4835785841","62054.986394044"
"1465","No","No","1366.0260218924","51551.108320181"
"1466","No","No","1033.4550426244","55487.219887062"
"1467","No","No","0","50231.447336165"
"1468","No","No","857.58236105895","54372.894187287"
"1469","No","No","1156.2895580828","33959.738528648"
"1470","No","No","1713.2635899743","34005.861403771"
"1471","No","Yes","902.98071969545","15076.338543213"
"1472","No","Yes","212.04218288304","16179.307754023"
"1473","No","No","632.80398029122","51149.425252741"
"1474","No","Yes","378.0211154321","19571.392303992"
"1475","No","No","999.53801679851","43934.856261052"
"1476","No","No","970.85254577618","49043.782323549"
"1477","No","No","1319.1876132958","35466.241862675"
"1478","No","No","286.32996362926","59576.650317901"
"1479","No","No","830.57187556796","39723.768657536"
"1480","No","Yes","657.53213555477","19395.73892729"
"1481","No","No","786.64100845456","57704.644609212"
"1482","No","No","111.06191050976","40675.327377865"
"1483","No","No","298.23658368747","27838.684123214"
"1484","No","Yes","819.85867261137","19802.461066266"
"1485","Yes","No","1790.6749834407","44607.429019077"
"1486","No","No","883.47199959635","44207.333033425"
"1487","No","Yes","384.83132809352","17844.517514479"
"1488","Yes","No","1567.6107044561","38785.357682986"
"1489","No","Yes","927.77272360577","18148.06928488"
"1490","No","No","796.32614539437","28616.709041528"
"1491","No","No","652.55331664397","32438.05809935"
"1492","No","No","315.01229838924","44690.497741375"
"1493","No","No","1609.7974526281","38756.454686654"
"1494","No","No","851.79627505856","57950.771753008"
"1495","No","No","460.20786688824","44527.272754789"
"1496","No","No","1203.8289635999","41484.939426807"
"1497","Yes","No","2074.8075885686","38988.859245198"
"1498","No","No","1243.7083221701","37926.105244978"
"1499","No","Yes","1373.0378349525","19457.609298947"
"1500","No","No","449.41268626865","52892.250152274"
"1501","No","No","126.55859457461","69541.948597021"
"1502","No","No","387.23614287344","24243.944457788"
"1503","Yes","Yes","2332.8782541994","11770.234123693"
"1504","No","No","1359.4384925437","24411.134739065"
"1505","No","No","469.33171312718","58360.389115819"
"1506","No","No","111.29495386435","40086.690122123"
"1507","No","No","1443.8751653851","54355.726144011"
"1508","No","No","396.82031598499","51560.028100546"
"1509","No","Yes","146.1511448301","15160.489473542"
"1510","No","No","607.20000584207","36615.829440239"
"1511","No","No","1708.1499669886","46416.945583845"
"1512","No","No","956.53333695782","53702.541562222"
"1513","No","Yes","676.61327063771","16148.186373795"
"1514","No","Yes","238.31810694883","17194.154141735"
"1515","No","Yes","0","15967.614212171"
"1516","No","Yes","740.73795124119","13065.565935894"
"1517","No","Yes","933.71169327219","11810.554569963"
"1518","No","No","860.03436459875","33740.699107592"
"1519","No","No","1032.9408252017","31152.140685851"
"1520","No","No","0","36949.9498906"
"1521","No","No","835.27349967124","51471.14294808"
"1522","No","No","188.40875593863","35073.51460107"
"1523","No","No","506.32498309608","43631.296525836"
"1524","No","No","496.75181216111","35955.639277794"
"1525","No","Yes","739.17945644197","15819.730566679"
"1526","No","Yes","916.53693684981","20130.9152577"
"1527","No","No","1559.7521462052","37227.268818088"
"1528","No","No","392.2395398963","44983.201797173"
"1529","No","No","1065.8255602169","39718.949248926"
"1530","No","No","523.70889790141","48091.744530966"
"1531","No","No","789.56477103881","39199.029533928"
"1532","No","No","805.19530483219","38222.255231084"
"1533","No","No","1255.5433752925","45142.27359399"
"1534","No","No","654.80884601206","44255.767195293"
"1535","No","No","716.76491080538","51528.498658684"
"1536","No","No","686.07230857009","32318.42224081"
"1537","No","No","1530.370017063","29479.022449285"
"1538","No","No","879.37382428467","29697.146493961"
"1539","No","No","738.32780425147","37273.171148449"
"1540","No","No","1647.426763853","49156.15930535"
"1541","No","Yes","503.21662257008","21371.24632394"
"1542","No","No","215.02532944569","40399.409942717"
"1543","No","Yes","820.65630095855","24820.048238701"
"1544","No","No","990.67480419491","56141.113756203"
"1545","No","Yes","914.10649622987","15546.783670556"
"1546","No","Yes","1021.0116132449","8970.9120362916"
"1547","No","No","1143.4313794029","35773.40184595"
"1548","No","Yes","763.39738891086","15224.263463342"
"1549","Yes","No","1532.3262997146","42152.361712887"
"1550","No","No","1860.7411484811","39551.035826874"
"1551","No","No","1101.2963107173","27781.452389348"
"1552","No","No","541.99680254794","43873.289405485"
"1553","No","Yes","696.58352693461","2981.2795475411"
"1554","No","No","1536.2322762355","30635.571790594"
"1555","No","No","1333.1973129973","33782.903847264"
"1556","No","Yes","869.50920096313","18056.454777617"
"1557","No","No","1048.5521398606","40916.124546005"
"1558","No","No","12.079266533612","32670.41964015"
"1559","No","No","699.38258173801","34276.592504936"
"1560","No","No","855.42637484694","48653.582558613"
"1561","No","Yes","562.3041981825","20164.311006935"
"1562","No","No","62.170049719105","28660.747508473"
"1563","No","No","977.88975013077","45005.256423916"
"1564","No","No","1685.4506234096","60890.364795277"
"1565","No","No","1257.7953204034","21679.490499162"
"1566","No","No","671.78432502382","53374.954001126"
"1567","No","No","63.097470390212","38493.087246735"
"1568","No","No","686.38443193129","28953.270326194"
"1569","No","No","582.94476402633","40368.543819165"
"1570","No","No","808.6251972108","32316.372739422"
"1571","No","No","1077.9803067516","17705.218957252"
"1572","No","Yes","1716.0897738804","22755.261924904"
"1573","No","No","417.72758132851","31206.290452244"
"1574","No","No","1300.9951659865","42493.955548684"
"1575","No","No","896.67811598199","46328.544197736"
"1576","No","No","136.82832002845","13585.997497803"
"1577","No","No","29.175099081645","38871.4786872"
"1578","No","No","282.90956225124","35445.918611545"
"1579","No","No","858.54263039426","19071.848431332"
"1580","No","No","864.04719840008","27690.113535467"
"1581","No","No","1225.975007735","42203.208162906"
"1582","No","No","696.42876426844","38028.299717512"
"1583","No","Yes","1840.217986795","26480.719266743"
"1584","No","Yes","1227.4852726311","16717.620587689"
"1585","No","No","1716.6751343777","39543.291078872"
"1586","No","No","330.62242766305","11732.251382504"
"1587","No","Yes","915.65681363078","17710.854704879"
"1588","No","No","133.09703078352","34578.996847128"
"1589","No","No","420.61158699511","33293.46686467"
"1590","No","No","1058.058796232","27196.258578785"
"1591","Yes","No","1972.1668196765","34362.635008"
"1592","No","No","790.23898585986","43646.143132221"
"1593","No","No","131.6247136987","40158.708979429"
"1594","No","No","0","37468.480765904"
"1595","No","Yes","106.25060742226","17638.799733099"
"1596","No","Yes","712.25370663724","21407.043617161"
"1597","No","No","906.22322578114","44626.942672054"
"1598","No","No","127.40990318588","49735.6416371"
"1599","No","No","1698.0719156078","48595.704645657"
"1600","No","Yes","1448.0356059759","18989.397046903"
"1601","No","No","711.43945135405","40507.821238072"
"1602","No","No","326.62895680919","52696.725184322"
"1603","No","No","352.94387653612","59372.711867963"
"1604","No","Yes","1247.067237589","15522.584145326"
"1605","No","No","439.0689670481","47899.169678067"
"1606","No","No","1030.210057664","40711.453172514"
"1607","No","No","0","33168.058048724"
"1608","No","No","1113.2765289108","51457.539058131"
"1609","No","No","1341.0777774559","40199.841414809"
"1610","Yes","Yes","2269.9469661341","18021.105947569"
"1611","No","No","1384.2649243169","27737.608521327"
"1612","No","No","0","32724.506367132"
"1613","No","No","745.81320482396","42762.474991935"
"1614","No","No","909.63362393336","41915.520655135"
"1615","No","No","196.37400828019","57397.277202827"
"1616","No","No","866.17466879334","41365.456380309"
"1617","No","Yes","1460.7476673058","24960.359380728"
"1618","No","No","760.77670064174","44851.560260433"
"1619","No","Yes","1165.2832149527","10354.937620502"
"1620","No","No","1085.4255718051","39274.833871235"
"1621","No","Yes","724.38557600292","18641.498415238"
"1622","No","No","114.88447506611","27365.422200241"
"1623","No","No","794.5875683991","52507.479627662"
"1624","No","No","1093.2566193516","28811.273491749"
"1625","No","No","943.9378334822","48198.400609456"
"1626","Yes","No","1861.0608710451","55671.723664137"
"1627","No","No","900.83875914402","33130.709337495"
"1628","No","Yes","1682.796142117","23344.073939145"
"1629","No","No","196.19541561495","26612.560301864"
"1630","No","No","1181.1237485523","29181.839004991"
"1631","No","Yes","1101.1580897369","13142.181487976"
"1632","No","Yes","1506.8604725371","14914.82335641"
"1633","No","Yes","1213.8405542311","17374.06394583"
"1634","No","Yes","547.24632508702","17445.901718035"
"1635","No","No","1708.5740785958","34890.717129216"
"1636","No","No","248.041482421","36257.161447609"
"1637","No","No","386.26507124735","45776.206677342"
"1638","No","No","527.46327436278","35708.169254722"
"1639","No","No","1546.8425010965","51161.979495301"
"1640","No","No","0","47214.433595293"
"1641","No","No","0","55781.20484368"
"1642","No","No","955.46643378189","47520.175579201"
"1643","No","Yes","750.86203452227","16932.327712885"
"1644","No","Yes","1255.7481347252","12209.577068083"
"1645","No","No","818.06088341242","35902.471801675"
"1646","No","Yes","1469.3666681812","11337.422989159"
"1647","No","No","331.72073472636","46853.745850391"
"1648","Yes","No","1456.5460563022","51508.574343927"
"1649","No","Yes","1290.8542931154","19532.731531349"
"1650","No","Yes","711.03049581438","12685.824859678"
"1651","No","No","734.31720277812","33240.039031663"
"1652","No","No","329.21889738985","48133.824421581"
"1653","No","No","1231.5062105499","35068.790737339"
"1654","No","No","847.05414804777","28539.107901254"
"1655","No","No","811.42891145926","55119.896956643"
"1656","No","Yes","1656.8575982207","15359.436512818"
"1657","No","Yes","1547.1532475582","14344.289593462"
"1658","No","Yes","590.718725969","13041.198459788"
"1659","No","Yes","893.96646624685","15092.776030907"
"1660","No","No","0","34066.43811455"
"1661","No","No","800.1546799945","51730.704612224"
"1662","No","Yes","685.52253510317","12361.86339738"
"1663","No","No","1262.7574446216","68579.104664824"
"1664","No","No","770.11502638212","49856.690122688"
"1665","No","No","1181.0003589897","35123.740066638"
"1666","No","Yes","527.65389797217","17819.96533898"
"1667","No","No","441.48991975458","39209.900128077"
"1668","No","No","921.97441341195","38340.568892759"
"1669","No","Yes","875.3623525309","14637.176933016"
"1670","No","No","1033.12115531","66304.773824653"
"1671","No","No","1046.7435428689","40822.44741264"
"1672","No","Yes","1319.7064485025","23373.931198313"
"1673","No","Yes","698.51220512745","26768.913124759"
"1674","No","No","570.98149139489","47021.00671729"
"1675","No","No","842.54177474488","33897.926510651"
"1676","No","No","0","47256.062114631"
"1677","No","No","850.38488808764","44547.485511292"
"1678","No","Yes","963.18790636974","12799.509379"
"1679","No","No","1136.3311317779","42149.868994623"
"1680","No","Yes","1945.4904828758","14941.317956476"
"1681","No","Yes","1442.5436010131","13049.319382218"
"1682","No","No","135.62901551719","39925.700169415"
"1683","No","No","423.87694674804","36783.051431669"
"1684","No","No","299.7795953278","28917.537810775"
"1685","No","Yes","701.53937055962","17607.457821758"
"1686","No","No","283.20720696703","39263.392022527"
"1687","No","Yes","1357.849734169","11402.540634137"
"1688","No","Yes","1327.8641627129","11020.906425843"
"1689","No","Yes","946.4499822956","15179.212048177"
"1690","No","No","663.50528222898","53102.245512031"
"1691","No","No","115.84008401704","47519.84971662"
"1692","No","No","800.48621124527","37715.83632829"
"1693","No","No","640.06389375316","52413.858970098"
"1694","No","No","877.2830135589","27405.135498231"
"1695","No","Yes","1382.0876915304","15552.252053463"
"1696","No","No","751.3945388828","50910.245623874"
"1697","No","No","0","39893.271925954"
"1698","No","No","1120.7032386567","29613.88758321"
"1699","No","Yes","1312.0514309898","28483.135509222"
"1700","No","No","389.05532779664","22581.623652805"
"1701","No","No","861.69044619155","58029.640234209"
"1702","No","No","1079.3960054775","38864.144801602"
"1703","Yes","No","1893.2897921348","31821.72558061"
"1704","No","No","337.49590388567","55853.265132957"
"1705","No","No","1142.3517057945","45580.57481054"
"1706","No","Yes","847.05648530118","13741.327067205"
"1707","No","Yes","1575.2381161442","24469.491397924"
"1708","No","Yes","403.34705346585","19690.345510271"
"1709","No","Yes","566.52311940044","25398.398378474"
"1710","Yes","Yes","2009.6857436175","25694.496157719"
